IdMovimiento,IdProducto,FechaMovimiento,TipoMovimiento,Cantidad,Observacion
1059,121,2025-09-02,Entrada,185,Reposición de stock
1060,770,2025-04-12,Entrada,36,Traslado entre sucursales
1061,211,2025-07-03,Salida,2,Muestra comercial
1062,723,2024-04-14,Salida,5,Muestra comercial
1063,517,2024-02-23,Salida,10,Venta
1064,236,2024-07-12,Entrada,50,Compra proveedor
1065,128,2025-07-23,Salida,2,Traslado a otra sucursal
1066,638,2025-08-29,Entrada,95,Devolución de cliente
1067,703,2025-10-13,Entrada,17,Compra proveedor
1068,140,2024-06-27,Ajuste,11,Diferencia en auditoría
1069,349,2025-04-20,Salida,9,Producto dañado
1070,375,2024-04-03,Salida,1,Traslado a otra sucursal
1071,411,2024-06-19,Ajuste,6,Conteo físico
1072,753,2025-06-10,Salida,6,Venta
1073,87,2024-05-23,Salida,8,Traslado a otra sucursal
1074,615,2025-07-20,Ajuste,11,Diferencia en auditoría
1075,34,2025-06-08,Salida,3,Muestra comercial
1076,52,2024-09-18,Entrada,75,Devolución de cliente
1077,527,2024-05-23,Ajuste,6,Producto vencido/obsoleto
1078,215,2024-12-26,Salida,4,Venta
1079,445,2025-06-14,Entrada,103,Traslado entre sucursales
1080,298,2024-05-26,Entrada,138,Traslado entre sucursales
1081,611,2024-02-18,Salida,5,Venta
1082,704,2024-05-16,Salida,5,Producto dañado
1083,789,2025-03-15,Entrada,92,Traslado entre sucursales
1084,109,2025-01-20,Salida,2,Muestra comercial
1085,671,2024-01-24,Salida,7,Traslado a otra sucursal
1086,199,2024-04-07,Entrada,88,Compra proveedor
1087,323,2025-01-25,Entrada,197,Reposición de stock
1088,22,2024-07-05,Ajuste,20,Producto vencido/obsoleto
1089,618,2024-11-28,Entrada,180,Traslado entre sucursales
1090,704,2024-02-09,Salida,3,Producto dañado
1091,129,2025-06-25,Ajuste,4,Producto vencido/obsoleto
1092,173,2025-10-18,Entrada,168,Traslado entre sucursales
1093,418,2025-05-12,Salida,8,Venta
1094,312,2025-05-04,Salida,5,Traslado a otra sucursal
1095,768,2025-07-11,Salida,1,Traslado a otra sucursal
1096,33,2025-10-28,Entrada,48,Traslado entre sucursales
1097,163,2025-01-31,Entrada,112,Compra proveedor
1098,458,2025-06-01,Salida,10,Venta
1099,579,2024-02-16,Salida,6,Traslado a otra sucursal
1100,773,2025-04-12,Salida,3,Traslado a otra sucursal
1101,683,2025-11-03,Salida,5,Muestra comercial
1102,701,2025-07-02,Ajuste,3,Producto vencido/obsoleto
1103,419,2025-12-21,Entrada,29,Devolución de cliente
1104,673,2025-04-12,Ajuste,18,Diferencia en auditoría
1105,558,2024-04-11,Entrada,20,Devolución de cliente
1106,447,2024-04-19,Entrada,145,Devolución de cliente
1107,204,2025-10-04,Salida,7,Traslado a otra sucursal
1108,635,2025-05-03,Entrada,168,Devolución de cliente
1109,343,2025-02-02,Salida,1,Muestra comercial
1110,538,2025-06-09,Ajuste,1,Conteo físico
1111,635,2025-04-10,Salida,7,Muestra comercial
1112,505,2024-02-23,Entrada,111,Traslado entre sucursales
1113,202,2024-11-21,Entrada,76,Traslado entre sucursales
1114,356,2025-06-17,Ajuste,17,Corrección de inventario
1115,330,2025-08-04,Salida,10,Traslado a otra sucursal
1116,719,2025-11-19,Salida,7,Venta
1117,625,2024-02-26,Salida,5,Muestra comercial
1118,192,2025-07-22,Salida,5,Venta
1119,14,2024-12-09,Entrada,116,Traslado entre sucursales
1120,341,2025-12-12,Entrada,128,Traslado entre sucursales
1121,179,2024-05-28,Entrada,167,Compra proveedor
1122,377,2025-12-08,Salida,2,Venta
1123,613,2025-03-12,Entrada,158,Reposición de stock
1124,426,2024-06-04,Salida,10,Traslado a otra sucursal
1125,764,2025-09-09,Ajuste,8,Corrección de inventario
1126,273,2024-11-17,Salida,10,Venta
1127,754,2025-10-19,Salida,6,Producto dañado
1128,470,2024-12-03,Salida,7,Traslado a otra sucursal
1129,187,2024-08-09,Entrada,47,Devolución de cliente
1130,181,2024-10-24,Entrada,155,Reposición de stock
1131,406,2025-10-18,Salida,9,Venta
1132,485,2024-12-03,Ajuste,6,Producto vencido/obsoleto
1133,139,2024-04-20,Salida,7,Producto dañado
1134,689,2025-05-11,Salida,2,Traslado a otra sucursal
1135,409,2024-12-26,Ajuste,13,Producto vencido/obsoleto
1136,792,2024-12-02,Ajuste,18,Producto vencido/obsoleto
1137,102,2024-09-15,Salida,2,Venta
1138,417,2025-11-21,Entrada,113,Reposición de stock
1139,454,2024-04-11,Salida,10,Venta
1140,20,2024-12-10,Ajuste,7,Corrección de inventario
1141,66,2025-02-18,Entrada,13,Devolución de cliente
1142,439,2024-08-08,Salida,1,Traslado a otra sucursal
1143,12,2025-08-11,Entrada,75,Reposición de stock
1144,414,2024-06-25,Entrada,191,Devolución de cliente
1145,292,2025-10-26,Entrada,138,Devolución de cliente
1146,779,2025-03-15,Entrada,191,Devolución de cliente
1147,58,2024-06-30,Entrada,155,Compra proveedor
1148,238,2025-01-31,Salida,1,Producto dañado
1149,123,2024-07-06,Salida,3,Venta
1150,273,2024-08-27,Entrada,151,Devolución de cliente
1151,420,2025-10-02,Entrada,200,Traslado entre sucursales
1152,62,2024-11-18,Entrada,163,Traslado entre sucursales
1153,399,2025-04-20,Entrada,186,Devolución de cliente
1154,312,2024-06-13,Entrada,181,Reposición de stock
1155,520,2025-04-09,Entrada,173,Traslado entre sucursales
1156,487,2025-12-11,Entrada,136,Devolución de cliente
1157,431,2024-10-02,Salida,7,Muestra comercial
1158,438,2025-02-27,Salida,6,Traslado a otra sucursal
1159,263,2025-11-17,Salida,8,Muestra comercial
1160,455,2024-02-01,Ajuste,1,Diferencia en auditoría
1161,471,2024-11-13,Salida,9,Venta
1162,314,2025-02-14,Salida,8,Venta
1163,41,2024-06-06,Entrada,158,Traslado entre sucursales
1164,531,2025-01-25,Salida,5,Muestra comercial
1165,176,2025-03-27,Salida,2,Venta
1166,434,2024-04-18,Ajuste,1,Producto vencido/obsoleto
1167,4,2025-01-08,Salida,6,Venta
1168,106,2025-08-10,Entrada,75,Traslado entre sucursales
1169,69,2025-03-31,Entrada,198,Compra proveedor
1170,492,2024-09-30,Entrada,101,Devolución de cliente
1171,290,2025-03-20,Salida,2,Venta
1172,664,2024-05-10,Salida,2,Traslado a otra sucursal
1173,428,2025-11-15,Salida,5,Venta
1174,543,2024-12-19,Entrada,151,Reposición de stock
1175,401,2025-01-11,Entrada,168,Reposición de stock
1176,343,2024-06-21,Salida,6,Producto dañado
1177,691,2025-11-27,Salida,7,Muestra comercial
1178,277,2025-01-10,Salida,3,Muestra comercial
1179,350,2024-07-24,Salida,4,Traslado a otra sucursal
1180,581,2025-02-08,Salida,3,Venta
1181,662,2025-10-17,Salida,1,Producto dañado
1182,445,2024-08-26,Salida,6,Producto dañado
1183,517,2025-11-26,Entrada,188,Compra proveedor
1184,394,2024-12-02,Ajuste,14,Diferencia en auditoría
1185,613,2025-05-27,Entrada,104,Devolución de cliente
1186,355,2025-08-31,Salida,7,Traslado a otra sucursal
1187,22,2025-04-29,Entrada,74,Reposición de stock
1188,623,2025-09-24,Entrada,165,Reposición de stock
1189,421,2024-01-03,Entrada,13,Reposición de stock
1190,489,2025-04-24,Salida,5,Venta
1191,106,2024-01-01,Salida,1,Muestra comercial
1192,330,2025-12-20,Salida,10,Traslado a otra sucursal
1193,762,2025-10-23,Entrada,70,Reposición de stock
1194,96,2024-10-29,Salida,7,Producto dañado
1195,239,2024-08-06,Salida,5,Producto dañado
1196,763,2025-04-25,Salida,1,Venta
1197,475,2025-10-09,Ajuste,17,Diferencia en auditoría
1198,110,2024-03-25,Salida,6,Producto dañado
1199,508,2025-04-27,Salida,2,Muestra comercial
1200,670,2024-01-31,Entrada,113,Reposición de stock
1201,785,2025-04-18,Entrada,139,Reposición de stock
1202,700,2025-07-01,Entrada,48,Compra proveedor
1203,721,2024-07-04,Entrada,163,Compra proveedor
1204,537,2024-10-23,Salida,2,Venta
1205,766,2024-12-05,Salida,3,Muestra comercial
1206,172,2025-12-17,Entrada,68,Reposición de stock
1207,449,2024-04-29,Salida,3,Producto dañado
1208,341,2024-08-14,Entrada,41,Reposición de stock
1209,247,2024-07-14,Entrada,61,Compra proveedor
1210,138,2024-08-14,Entrada,159,Compra proveedor
1211,144,2024-09-30,Salida,1,Muestra comercial
1212,671,2025-06-03,Entrada,154,Compra proveedor
1213,465,2025-12-21,Salida,9,Venta
1214,467,2024-12-18,Ajuste,13,Conteo físico
1215,144,2024-11-04,Ajuste,14,Corrección de inventario
1216,663,2025-05-19,Entrada,109,Traslado entre sucursales
1217,257,2025-03-20,Ajuste,7,Corrección de inventario
1218,291,2025-03-06,Salida,4,Producto dañado
1219,743,2024-10-07,Salida,6,Muestra comercial
1220,253,2024-11-25,Salida,6,Producto dañado
1221,163,2025-03-25,Entrada,122,Devolución de cliente
1222,700,2024-09-24,Salida,4,Venta
1223,404,2025-02-26,Salida,6,Traslado a otra sucursal
1224,552,2025-04-24,Salida,2,Muestra comercial
1225,273,2024-08-22,Entrada,139,Reposición de stock
1226,530,2025-03-30,Salida,3,Producto dañado
1227,460,2024-04-19,Entrada,148,Compra proveedor
1228,664,2024-12-08,Entrada,101,Reposición de stock
1229,342,2025-07-24,Entrada,199,Reposición de stock
1230,198,2024-05-31,Entrada,124,Traslado entre sucursales
1231,725,2024-01-15,Salida,8,Muestra comercial
1232,204,2025-12-22,Entrada,151,Devolución de cliente
1233,581,2025-07-01,Entrada,124,Reposición de stock
1234,325,2024-07-11,Entrada,97,Reposición de stock
1235,374,2024-08-10,Salida,9,Venta
1236,767,2025-01-06,Salida,9,Muestra comercial
1237,595,2024-08-24,Entrada,155,Compra proveedor
1238,744,2025-08-02,Salida,4,Traslado a otra sucursal
1239,261,2025-11-03,Salida,5,Producto dañado
1240,610,2025-06-26,Salida,1,Venta
1241,249,2025-06-20,Salida,5,Producto dañado
1242,568,2024-07-06,Salida,3,Muestra comercial
1243,72,2024-06-29,Entrada,172,Traslado entre sucursales
1244,413,2024-03-31,Salida,6,Traslado a otra sucursal
1245,150,2025-03-13,Salida,5,Traslado a otra sucursal
1246,788,2025-11-13,Entrada,13,Devolución de cliente
1247,514,2025-11-15,Salida,4,Traslado a otra sucursal
1248,630,2025-01-22,Entrada,152,Devolución de cliente
1249,733,2024-11-26,Entrada,68,Traslado entre sucursales
1250,504,2024-07-14,Salida,3,Muestra comercial
1251,453,2024-05-27,Entrada,17,Compra proveedor
1252,442,2025-09-18,Entrada,191,Reposición de stock
1253,265,2025-02-13,Salida,4,Traslado a otra sucursal
1254,17,2024-04-14,Salida,6,Producto dañado
1255,438,2025-01-13,Entrada,66,Devolución de cliente
1256,73,2025-02-25,Salida,5,Muestra comercial
1257,237,2024-07-16,Entrada,43,Reposición de stock
1258,667,2025-07-12,Salida,4,Venta
1259,226,2025-07-03,Salida,7,Venta
1260,143,2025-10-15,Salida,3,Traslado a otra sucursal
1261,780,2025-07-11,Entrada,126,Compra proveedor
1262,210,2025-09-02,Entrada,188,Reposición de stock
1263,380,2024-01-31,Salida,6,Producto dañado
1264,422,2024-06-15,Entrada,116,Reposición de stock
1265,662,2024-06-05,Entrada,49,Traslado entre sucursales
1266,235,2024-09-08,Entrada,153,Reposición de stock
1267,797,2024-05-08,Entrada,193,Reposición de stock
1268,432,2025-03-23,Entrada,53,Traslado entre sucursales
1269,654,2024-08-09,Entrada,25,Devolución de cliente
1270,433,2024-07-02,Salida,5,Producto dañado
1271,251,2025-05-27,Entrada,146,Compra proveedor
1272,217,2025-03-02,Entrada,172,Traslado entre sucursales
1273,177,2024-02-27,Salida,6,Muestra comercial
1274,134,2025-05-15,Salida,5,Venta
1275,86,2025-12-27,Salida,7,Producto dañado
1276,473,2024-09-10,Salida,7,Venta
1277,361,2025-09-16,Salida,4,Muestra comercial
1278,595,2024-02-10,Entrada,164,Compra proveedor
1279,555,2024-02-14,Ajuste,13,Diferencia en auditoría
1280,152,2025-07-13,Salida,5,Producto dañado
1281,623,2025-02-23,Entrada,158,Reposición de stock
1282,269,2025-07-17,Entrada,51,Reposición de stock
1283,113,2025-12-31,Ajuste,14,Producto vencido/obsoleto
1284,381,2025-12-08,Entrada,119,Reposición de stock
1285,792,2024-08-27,Salida,7,Traslado a otra sucursal
1286,700,2024-07-06,Salida,3,Producto dañado
1287,534,2025-07-06,Salida,4,Muestra comercial
1288,58,2025-03-04,Entrada,162,Reposición de stock
1289,617,2024-07-02,Ajuste,7,Conteo físico
1290,354,2025-07-04,Salida,7,Muestra comercial
1291,367,2024-10-19,Salida,10,Producto dañado
1292,292,2025-05-17,Entrada,86,Compra proveedor
1293,198,2025-03-28,Salida,1,Producto dañado
1294,654,2024-04-30,Entrada,145,Traslado entre sucursales
1295,751,2025-07-17,Entrada,199,Compra proveedor
1296,116,2024-02-16,Entrada,80,Compra proveedor
1297,729,2024-08-16,Salida,8,Venta
1298,317,2025-04-24,Entrada,11,Compra proveedor
1299,617,2025-11-24,Ajuste,17,Producto vencido/obsoleto
1300,360,2024-09-12,Ajuste,4,Producto vencido/obsoleto
1301,137,2025-09-23,Ajuste,7,Diferencia en auditoría
1302,472,2025-08-10,Entrada,120,Traslado entre sucursales
1303,459,2024-10-03,Entrada,80,Traslado entre sucursales
1304,268,2024-06-28,Salida,2,Muestra comercial
1305,310,2024-11-23,Entrada,40,Reposición de stock
1306,296,2024-01-21,Entrada,122,Traslado entre sucursales
1307,693,2024-10-26,Salida,5,Producto dañado
1308,725,2024-04-19,Entrada,36,Traslado entre sucursales
1309,722,2024-07-15,Ajuste,13,Producto vencido/obsoleto
1310,221,2025-01-12,Salida,1,Venta
1311,188,2025-07-24,Entrada,59,Reposición de stock
1312,334,2025-09-25,Entrada,130,Devolución de cliente
1313,504,2025-04-13,Ajuste,2,Diferencia en auditoría
1314,377,2024-03-25,Salida,7,Venta
1315,173,2025-11-30,Entrada,125,Devolución de cliente
1316,344,2024-12-06,Entrada,109,Compra proveedor
1317,792,2025-06-15,Entrada,78,Traslado entre sucursales
1318,547,2025-09-13,Entrada,47,Reposición de stock
1319,347,2025-10-27,Entrada,102,Reposición de stock
1320,692,2024-07-14,Entrada,193,Reposición de stock
1321,361,2025-01-14,Entrada,35,Compra proveedor
1322,567,2024-02-10,Entrada,82,Traslado entre sucursales
1323,305,2024-03-06,Entrada,116,Reposición de stock
1324,539,2025-07-16,Salida,1,Muestra comercial
1325,676,2025-06-19,Salida,10,Producto dañado
1326,98,2024-07-08,Salida,3,Venta
1327,71,2024-10-18,Entrada,149,Reposición de stock
1328,89,2025-08-09,Ajuste,8,Diferencia en auditoría
1329,298,2025-09-30,Entrada,88,Compra proveedor
1330,562,2024-09-28,Entrada,109,Traslado entre sucursales
1331,230,2025-01-08,Entrada,124,Compra proveedor
1332,773,2024-09-14,Salida,7,Venta
1333,421,2024-11-07,Entrada,184,Devolución de cliente
1334,495,2024-11-22,Salida,4,Traslado a otra sucursal
1335,336,2024-01-06,Salida,10,Traslado a otra sucursal
1336,163,2024-04-11,Entrada,98,Reposición de stock
1337,410,2025-07-24,Entrada,24,Devolución de cliente
1338,632,2025-08-26,Entrada,138,Compra proveedor
1339,293,2024-10-21,Entrada,160,Traslado entre sucursales
1340,754,2025-11-25,Salida,4,Producto dañado
1341,94,2025-10-03,Entrada,172,Compra proveedor
1342,600,2025-05-05,Salida,8,Muestra comercial
1343,680,2025-09-06,Entrada,88,Traslado entre sucursales
1344,507,2025-10-28,Ajuste,8,Producto vencido/obsoleto
1345,304,2024-07-01,Salida,7,Traslado a otra sucursal
1346,443,2024-05-09,Entrada,133,Compra proveedor
1347,105,2025-11-05,Salida,4,Traslado a otra sucursal
1348,59,2024-02-09,Entrada,19,Reposición de stock
1349,22,2025-08-26,Entrada,21,Devolución de cliente
1350,55,2025-06-03,Salida,6,Muestra comercial
1351,715,2024-09-22,Entrada,144,Reposición de stock
1352,343,2024-03-28,Entrada,67,Reposición de stock
1353,790,2024-01-06,Entrada,77,Reposición de stock
1354,171,2024-01-25,Entrada,109,Devolución de cliente
1355,89,2025-02-16,Entrada,111,Reposición de stock
1356,352,2024-01-26,Entrada,52,Reposición de stock
1357,271,2024-07-07,Entrada,156,Compra proveedor
1358,184,2024-11-14,Entrada,190,Reposición de stock
1359,635,2024-08-10,Entrada,50,Traslado entre sucursales
1360,684,2025-10-23,Entrada,130,Devolución de cliente
1361,11,2025-10-06,Entrada,194,Compra proveedor
1362,320,2025-01-27,Salida,4,Producto dañado
1363,398,2024-12-25,Ajuste,14,Diferencia en auditoría
1364,519,2025-11-07,Salida,7,Venta
1365,285,2024-10-17,Salida,3,Traslado a otra sucursal
1366,263,2024-07-17,Entrada,176,Traslado entre sucursales
1367,526,2024-11-23,Salida,8,Muestra comercial
1368,533,2025-06-08,Entrada,71,Traslado entre sucursales
1369,136,2024-12-31,Salida,5,Traslado a otra sucursal
1370,168,2024-08-31,Entrada,159,Compra proveedor
1371,185,2025-06-15,Entrada,134,Compra proveedor
1372,65,2024-08-21,Ajuste,19,Conteo físico
1373,521,2024-09-06,Entrada,171,Reposición de stock
1374,283,2025-08-07,Entrada,98,Devolución de cliente
1375,88,2024-02-08,Salida,5,Muestra comercial
1376,530,2024-05-09,Salida,6,Traslado a otra sucursal
1377,41,2024-07-25,Ajuste,15,Conteo físico
1378,601,2024-04-01,Salida,6,Producto dañado
1379,248,2025-01-20,Entrada,199,Traslado entre sucursales
1380,306,2025-03-11,Salida,3,Venta
1381,785,2024-11-02,Salida,8,Muestra comercial
1382,453,2025-08-27,Ajuste,10,Corrección de inventario
1383,314,2025-06-13,Salida,5,Muestra comercial
1384,405,2025-12-23,Salida,4,Venta
1385,766,2024-10-14,Entrada,81,Compra proveedor
1386,800,2024-12-05,Entrada,110,Devolución de cliente
1387,55,2025-06-25,Salida,1,Producto dañado
1388,97,2024-11-16,Salida,7,Traslado a otra sucursal
1389,256,2024-05-14,Salida,10,Muestra comercial
1390,364,2024-07-31,Ajuste,20,Conteo físico
1391,350,2024-05-04,Salida,3,Venta
1392,194,2025-04-19,Salida,4,Muestra comercial
1393,243,2025-03-03,Salida,7,Muestra comercial
1394,598,2024-08-04,Salida,5,Traslado a otra sucursal
1395,320,2024-08-24,Entrada,108,Reposición de stock
1396,259,2025-02-12,Entrada,113,Reposición de stock
1397,739,2024-12-13,Salida,7,Traslado a otra sucursal
1398,231,2025-11-20,Entrada,130,Devolución de cliente
1399,656,2025-06-06,Entrada,131,Compra proveedor
1400,178,2025-07-18,Salida,6,Producto dañado
1401,682,2024-03-30,Salida,7,Producto dañado
1402,392,2025-09-20,Entrada,64,Traslado entre sucursales
1403,645,2024-05-21,Salida,7,Muestra comercial
1404,375,2025-03-10,Salida,9,Producto dañado
1405,686,2025-01-10,Ajuste,15,Diferencia en auditoría
1406,626,2025-03-23,Entrada,124,Compra proveedor
1407,13,2025-04-26,Entrada,155,Devolución de cliente
1408,81,2025-06-21,Salida,9,Muestra comercial
1409,489,2025-11-16,Salida,4,Traslado a otra sucursal
1410,9,2025-08-05,Ajuste,18,Diferencia en auditoría
1411,370,2025-02-12,Salida,4,Traslado a otra sucursal
1412,68,2024-12-15,Salida,5,Muestra comercial
1413,579,2025-03-22,Salida,3,Producto dañado
1414,329,2025-01-21,Ajuste,9,Producto vencido/obsoleto
1415,113,2024-11-29,Salida,2,Traslado a otra sucursal
1416,403,2025-12-23,Entrada,139,Compra proveedor
1417,101,2024-11-06,Salida,8,Traslado a otra sucursal
1418,142,2025-12-23,Entrada,32,Reposición de stock
1419,534,2024-11-16,Salida,6,Producto dañado
1420,359,2024-10-06,Ajuste,10,Producto vencido/obsoleto
1421,389,2025-10-09,Salida,10,Traslado a otra sucursal
1422,534,2025-09-27,Salida,6,Traslado a otra sucursal
1423,658,2024-02-01,Entrada,173,Devolución de cliente
1424,558,2025-11-22,Ajuste,2,Conteo físico
1425,360,2024-12-17,Entrada,161,Compra proveedor
1426,152,2024-03-30,Entrada,122,Compra proveedor
1427,652,2025-03-24,Salida,4,Venta
1428,252,2025-08-13,Salida,9,Muestra comercial
1429,19,2024-11-10,Entrada,80,Devolución de cliente
1430,297,2024-10-27,Salida,8,Muestra comercial
1431,311,2025-11-13,Salida,2,Producto dañado
1432,746,2025-10-11,Entrada,20,Devolución de cliente
1433,292,2024-02-26,Entrada,72,Compra proveedor
1434,293,2025-08-05,Salida,5,Producto dañado
1435,528,2024-11-27,Entrada,158,Reposición de stock
1436,112,2025-10-01,Ajuste,7,Diferencia en auditoría
1437,568,2024-09-24,Entrada,123,Compra proveedor
1438,271,2025-10-18,Entrada,41,Compra proveedor
1439,467,2025-07-16,Entrada,141,Traslado entre sucursales
1440,521,2025-02-27,Ajuste,2,Diferencia en auditoría
1441,331,2024-05-08,Salida,5,Venta
1442,509,2024-11-13,Entrada,177,Compra proveedor
1443,101,2024-03-29,Ajuste,3,Diferencia en auditoría
1444,686,2024-02-25,Entrada,194,Devolución de cliente
1445,349,2025-03-20,Salida,7,Traslado a otra sucursal
1446,92,2025-06-02,Ajuste,11,Corrección de inventario
1447,179,2025-02-23,Entrada,20,Compra proveedor
1448,785,2024-03-29,Entrada,154,Compra proveedor
1449,274,2024-12-23,Entrada,41,Traslado entre sucursales
1450,479,2024-03-05,Ajuste,4,Corrección de inventario
1451,415,2025-09-02,Salida,4,Producto dañado
1452,167,2025-08-10,Salida,7,Producto dañado
1453,54,2024-06-01,Salida,4,Traslado a otra sucursal
1454,261,2024-12-17,Entrada,45,Traslado entre sucursales
1455,25,2024-05-30,Entrada,177,Traslado entre sucursales
1456,299,2024-05-12,Salida,10,Traslado a otra sucursal
1457,253,2024-08-23,Salida,7,Traslado a otra sucursal
1458,146,2025-03-13,Salida,10,Traslado a otra sucursal
1459,221,2025-03-13,Entrada,105,Traslado entre sucursales
1460,220,2024-09-20,Salida,4,Venta
1461,610,2024-09-14,Entrada,57,Compra proveedor
1462,123,2025-10-19,Entrada,62,Devolución de cliente
1463,591,2025-05-26,Salida,3,Venta
1464,377,2025-01-14,Salida,2,Venta
1465,281,2024-05-15,Ajuste,17,Corrección de inventario
1466,300,2025-05-15,Salida,9,Muestra comercial
1467,548,2024-11-08,Ajuste,5,Corrección de inventario
1468,755,2025-04-21,Salida,2,Producto dañado
1469,761,2025-04-19,Salida,5,Producto dañado
1470,554,2025-10-26,Entrada,174,Compra proveedor
1471,65,2025-02-28,Salida,7,Muestra comercial
1472,226,2024-05-20,Entrada,73,Reposición de stock
1473,691,2024-06-14,Salida,5,Venta
1474,351,2025-09-26,Entrada,53,Reposición de stock
1475,282,2025-12-13,Salida,2,Producto dañado
1476,223,2025-03-16,Salida,9,Venta
1477,651,2025-06-21,Entrada,129,Traslado entre sucursales
1478,111,2024-12-09,Entrada,139,Devolución de cliente
1479,87,2024-01-04,Salida,7,Traslado a otra sucursal
1480,617,2025-10-08,Salida,2,Traslado a otra sucursal
1481,10,2024-11-12,Salida,3,Producto dañado
1482,286,2025-10-11,Entrada,59,Devolución de cliente
1483,223,2025-11-21,Entrada,125,Devolución de cliente
1484,597,2024-03-08,Entrada,98,Compra proveedor
1485,90,2025-12-21,Salida,8,Producto dañado
1486,188,2025-05-10,Salida,6,Venta
1487,56,2024-03-01,Salida,5,Muestra comercial
1488,785,2024-06-06,Salida,4,Venta
1489,757,2025-05-22,Salida,3,Traslado a otra sucursal
1490,272,2025-11-17,Salida,10,Producto dañado
1491,176,2024-01-01,Salida,2,Muestra comercial
1492,519,2024-10-09,Salida,3,Traslado a otra sucursal
1493,62,2025-09-25,Salida,1,Producto dañado
1494,628,2025-10-23,Ajuste,2,Conteo físico
1495,41,2024-01-25,Entrada,151,Reposición de stock
1496,43,2024-08-03,Ajuste,8,Producto vencido/obsoleto
1497,774,2024-09-28,Entrada,61,Devolución de cliente
1498,454,2025-04-06,Entrada,40,Reposición de stock
1499,366,2024-07-16,Salida,7,Traslado a otra sucursal
1500,424,2025-08-29,Entrada,116,Compra proveedor
1501,388,2025-04-06,Entrada,66,Traslado entre sucursales
1502,431,2024-01-13,Salida,4,Traslado a otra sucursal
1503,581,2025-06-07,Salida,1,Traslado a otra sucursal
1504,744,2024-07-28,Salida,8,Traslado a otra sucursal
1505,780,2024-10-20,Salida,9,Producto dañado
1506,249,2024-06-14,Salida,9,Traslado a otra sucursal
1507,308,2024-07-03,Salida,6,Venta
1508,716,2024-03-01,Salida,9,Traslado a otra sucursal
1509,780,2025-06-14,Entrada,76,Traslado entre sucursales
1510,44,2025-01-10,Entrada,71,Devolución de cliente
1511,491,2025-02-13,Entrada,97,Traslado entre sucursales
1512,129,2025-08-18,Salida,4,Muestra comercial
1513,69,2024-08-25,Salida,5,Producto dañado
1514,566,2025-11-16,Salida,4,Producto dañado
1515,762,2025-11-05,Entrada,200,Reposición de stock
1516,390,2025-12-12,Entrada,179,Compra proveedor
1517,358,2024-07-08,Entrada,176,Reposición de stock
1518,61,2024-09-01,Entrada,54,Devolución de cliente
1519,766,2025-07-26,Entrada,74,Traslado entre sucursales
1520,361,2025-11-07,Salida,8,Producto dañado
1521,144,2025-06-29,Ajuste,17,Corrección de inventario
1522,260,2024-03-29,Entrada,199,Compra proveedor
1523,325,2025-07-27,Entrada,144,Compra proveedor
1524,742,2024-12-15,Entrada,17,Reposición de stock
1525,403,2025-12-06,Salida,4,Muestra comercial
1526,103,2025-10-18,Salida,1,Traslado a otra sucursal
1527,341,2025-09-03,Ajuste,2,Conteo físico
1528,732,2024-08-06,Entrada,136,Compra proveedor
1529,199,2025-11-01,Entrada,159,Devolución de cliente
1530,557,2025-04-07,Entrada,151,Devolución de cliente
1531,197,2025-01-08,Salida,3,Producto dañado
1532,74,2024-12-10,Salida,3,Producto dañado
1533,22,2024-05-20,Entrada,118,Compra proveedor
1534,144,2025-12-23,Entrada,64,Compra proveedor
1535,240,2025-05-23,Salida,6,Producto dañado
1536,691,2024-12-07,Entrada,123,Traslado entre sucursales
1537,701,2024-01-05,Entrada,179,Reposición de stock
1538,50,2024-04-18,Entrada,40,Compra proveedor
1539,697,2024-03-14,Salida,5,Traslado a otra sucursal
1540,333,2024-08-29,Salida,9,Venta
1541,575,2025-02-05,Salida,10,Muestra comercial
1542,315,2024-10-02,Salida,5,Traslado a otra sucursal
1543,604,2024-01-11,Entrada,26,Traslado entre sucursales
1544,226,2024-07-28,Salida,8,Venta
1545,596,2025-01-01,Salida,2,Venta
1546,25,2024-02-09,Salida,6,Producto dañado
1547,81,2025-12-18,Entrada,33,Traslado entre sucursales
1548,40,2024-06-02,Entrada,192,Devolución de cliente
1549,40,2024-07-01,Entrada,144,Traslado entre sucursales
1550,273,2024-02-19,Salida,9,Muestra comercial
1551,271,2025-11-04,Entrada,117,Devolución de cliente
1552,142,2025-07-14,Salida,10,Producto dañado
1553,46,2024-10-17,Salida,5,Producto dañado
1554,496,2025-06-11,Salida,6,Traslado a otra sucursal
1555,515,2024-12-27,Salida,8,Traslado a otra sucursal
1556,250,2024-04-08,Salida,7,Producto dañado
1557,391,2025-04-10,Ajuste,6,Corrección de inventario
1558,681,2024-05-06,Entrada,113,Devolución de cliente
1559,761,2024-01-30,Salida,7,Muestra comercial
1560,208,2024-11-04,Salida,5,Producto dañado
1561,205,2025-09-01,Entrada,170,Traslado entre sucursales
1562,126,2024-04-26,Ajuste,6,Conteo físico
1563,722,2024-01-01,Salida,3,Traslado a otra sucursal
1564,514,2024-01-15,Salida,10,Traslado a otra sucursal
1565,461,2024-02-26,Entrada,14,Traslado entre sucursales
1566,260,2024-06-15,Entrada,189,Traslado entre sucursales
1567,254,2024-01-24,Entrada,73,Compra proveedor
1568,416,2024-12-03,Entrada,13,Devolución de cliente
1569,503,2024-07-05,Entrada,85,Devolución de cliente
