IdDetalle,IdVenta,IdProducto,Cantidad,PrecioUnitario,Subtotal
30283,132,775,5,1495000,7475000
30284,20430,124,5,619000,3095000
30285,8652,49,4,1260000,5040000
30286,6794,762,3,232000,696000
30287,8668,368,5,115000,575000
30288,4903,746,3,2387000,7161000
30289,15034,182,1,2439000,2439000
30290,5623,383,4,2676000,10704000
30291,9929,266,3,1472000,4416000
30292,19793,747,2,312000,624000
30293,19362,134,5,356000,1780000
30294,24973,245,1,993000,993000
30295,19055,276,2,881000,1762000
30296,4221,26,4,136000,544000
30297,19502,373,4,1977000,7908000
30298,12999,622,5,780000,3900000
30299,5737,610,3,4931000,14793000
30300,20586,568,5,3496000,17480000
30301,7522,542,2,1459000,2918000
30302,18116,385,2,4996000,9992000
30303,7342,41,3,1311000,3933000
30304,8903,427,4,77000,308000
30305,7590,779,4,1433000,5732000
30306,13912,504,3,1737000,5211000
30307,3375,767,2,742000,1484000
30308,6812,195,2,1414000,2828000
30309,6868,473,1,1130000,1130000
30310,11258,336,5,86000,430000
30311,19232,414,4,392000,1568000
30312,9254,288,2,182000,364000
30313,22039,152,4,1060000,4240000
30314,17828,39,4,313000,1252000
30315,6204,101,1,461000,461000
30316,490,501,3,3276000,9828000
30317,11626,693,5,3213000,16065000
30318,4640,727,1,254000,254000
30319,1744,98,2,4257000,8514000
30320,9846,296,5,121000,605000
30321,7469,43,4,1732000,6928000
30322,758,359,1,401000,401000
30323,21032,555,5,1777000,8885000
30324,20871,553,3,3311000,9933000
30325,7394,512,5,71000,355000
30326,2506,179,5,781000,3905000
30327,6472,517,5,1577000,7885000
30328,20773,290,2,214000,428000
30329,15885,572,1,1983000,1983000
30330,10494,560,3,46000,138000
30331,7803,539,2,2426000,4852000
30332,51,367,4,920000,3680000
30333,13654,478,1,836000,836000
30334,3027,192,5,2247000,11235000
30335,15875,2,1,2297000,2297000
30336,15976,701,4,4396000,17584000
30337,10727,619,4,2334000,9336000
30338,6458,586,5,1336000,6680000
30339,14194,681,1,1447000,1447000
30340,23192,302,2,807000,1614000
30341,12622,439,3,3336000,10008000
30342,13962,226,1,2373000,2373000
30343,19742,566,1,1014000,1014000
30344,7979,596,1,434000,434000
30345,12392,188,5,379000,1895000
30346,2787,643,1,167000,167000
30347,16756,118,1,135000,135000
30348,13935,785,1,4109000,4109000
30349,16385,78,5,481000,2405000
30350,7072,791,4,6527000,26108000
30351,19694,1,4,1963000,7852000
30352,24224,654,5,58000,290000
30353,6104,435,2,333000,666000
30354,6474,593,3,511000,1533000
30355,2912,684,3,171000,513000
30356,590,674,4,3099000,12396000
30357,3929,602,1,2723000,2723000
30358,22747,26,2,136000,272000
30359,1843,235,5,830000,4150000
30360,21986,40,5,138000,690000
30361,18429,716,1,1514000,1514000
30362,5826,723,4,41000,164000
30363,3865,230,3,542000,1626000
30364,19270,204,4,716000,2864000
30365,14829,706,2,543000,1086000
30366,8150,37,2,537000,1074000
30367,4202,92,4,2371000,9484000
30368,18118,274,1,625000,625000
30369,1925,360,3,1190000,3570000
30370,22507,275,1,7427000,7427000
30371,13697,764,5,445000,2225000
30372,6209,385,2,4996000,9992000
30373,4277,434,5,3925000,19625000
30374,21481,460,1,1108000,1108000
30375,16847,572,3,1983000,5949000
30376,1962,489,5,3692000,18460000
30377,22979,759,2,440000,880000
30378,22740,544,2,932000,1864000
30379,19216,349,3,4425000,13275000
30380,6264,65,4,1316000,5264000
30381,17283,679,1,610000,610000
30382,21830,711,2,3595000,7190000
30383,10435,417,5,1487000,7435000
30384,3398,549,1,3131000,3131000
30385,18399,31,5,2858000,14290000
30386,17457,482,3,862000,2586000
30387,17256,757,1,6457000,6457000
30388,3499,212,1,462000,462000
30389,4366,620,1,2741000,2741000
30390,118,572,1,1983000,1983000
30391,11925,234,2,5484000,10968000
30392,17854,18,1,1273000,1273000
30393,14265,19,3,25000,75000
30394,1093,768,4,806000,3224000
30395,8829,666,4,873000,3492000
30396,10888,583,5,5771000,28855000
30397,3729,218,4,1412000,5648000
30398,19962,568,4,3496000,13984000
30399,12067,774,4,7138000,28552000
30400,21869,155,2,2671000,5342000
30401,14790,42,4,1515000,6060000
30402,200,624,4,191000,764000
30403,4981,418,5,444000,2220000
30404,13879,151,2,1746000,3492000
30405,16534,726,4,413000,1652000
30406,11380,600,1,1181000,1181000
30407,17351,49,1,1260000,1260000
30408,9984,192,3,2247000,6741000
30409,19274,744,4,95000,380000
30410,17567,69,1,274000,274000
30411,2185,602,4,2723000,10892000
30412,4370,367,3,920000,2760000
30413,10075,456,5,64000,320000
30414,8776,750,5,6430000,32150000
30415,4176,701,3,4396000,13188000
30416,8021,609,2,927000,1854000
30417,14095,6,2,1704000,3408000
30418,24523,521,4,2581000,10324000
30419,23647,783,4,658000,2632000
30420,20864,32,1,1808000,1808000
30421,10865,718,4,330000,1320000
30422,747,120,1,232000,232000
30423,1056,547,2,687000,1374000
30424,12195,776,4,86000,344000
30425,17806,79,1,5741000,5741000
30426,17411,106,3,3214000,9642000
30427,3049,68,4,184000,736000
30428,12967,618,4,2083000,8332000
30429,24196,725,1,58000,58000
30430,5380,257,4,76000,304000
30431,9141,127,1,506000,506000
30432,9039,720,4,2401000,9604000
30433,4318,146,3,440000,1320000
30434,21377,260,1,127000,127000
30435,7740,149,2,2686000,5372000
30436,22123,404,3,5773000,17319000
30437,23376,551,4,64000,256000
30438,7473,504,1,1737000,1737000
30439,16223,181,5,207000,1035000
30440,16262,387,1,668000,668000
30441,3011,166,1,480000,480000
30442,23788,192,1,2247000,2247000
30443,13448,277,2,714000,1428000
30444,84,349,4,4425000,17700000
30445,22229,721,2,705000,1410000
30446,17103,774,4,7138000,28552000
30447,6580,230,4,542000,2168000
30448,11383,531,1,5096000,5096000
30449,13705,600,4,1181000,4724000
30450,8396,597,5,3239000,16195000
30451,23076,484,4,1414000,5656000
30452,14495,195,1,1414000,1414000
30453,2767,275,2,7427000,14854000
30454,16186,415,5,389000,1945000
30455,15069,166,5,480000,2400000
30456,314,437,5,1256000,6280000
30457,13481,660,3,242000,726000
30458,15263,477,5,1684000,8420000
30459,1215,579,4,563000,2252000
30460,17815,556,1,6250000,6250000
30461,21565,453,3,1292000,3876000
30462,16573,695,4,1424000,5696000
30463,9364,634,3,2415000,7245000
30464,22464,431,2,233000,466000
30465,14779,8,5,604000,3020000
30466,3966,472,1,190000,190000
30467,751,492,2,377000,754000
30468,10313,596,1,434000,434000
30469,14485,113,1,1063000,1063000
30470,21140,317,3,4814000,14442000
30471,14804,759,4,440000,1760000
30472,3004,96,2,164000,328000
30473,12305,640,1,640000,640000
30474,7883,750,1,6430000,6430000
30475,4655,787,3,2049000,6147000
30476,20452,582,3,1365000,4095000
30477,7362,75,3,3181000,9543000
30478,11944,504,4,1737000,6948000
30479,22344,102,5,84000,420000
30480,7020,194,4,197000,788000
30481,17924,156,5,1053000,5265000
30482,18106,284,1,5553000,5553000
30483,9090,188,3,379000,1137000
30484,11859,217,2,3809000,7618000
30485,22559,619,3,2334000,7002000
30486,24003,714,1,2119000,2119000
30487,21463,451,3,39000,117000
30488,15022,534,1,201000,201000
30489,9243,26,3,136000,408000
30490,11542,144,4,1730000,6920000
30491,23954,50,3,2479000,7437000
30492,4324,83,4,5989000,23956000
30493,22356,418,5,444000,2220000
30494,1442,748,4,816000,3264000
30495,24618,663,5,866000,4330000
30496,13890,267,4,1525000,6100000
30497,21199,314,1,3007000,3007000
30498,22616,701,5,4396000,21980000
30499,22819,10,4,6164000,24656000
30500,19072,649,4,1707000,6828000
30501,19290,129,4,351000,1404000
30502,12637,135,4,276000,1104000
30503,16620,20,2,1541000,3082000
30504,10880,52,2,473000,946000
30505,4833,317,3,4814000,14442000
30506,16875,461,1,3158000,3158000
30507,12179,572,1,1983000,1983000
30508,24678,431,5,233000,1165000
30509,561,601,3,2366000,7098000
30510,19593,344,2,909000,1818000
30511,6819,141,1,1585000,1585000
30512,17061,267,2,1525000,3050000
30513,2805,732,4,386000,1544000
30514,57,551,3,64000,192000
30515,20172,691,3,1677000,5031000
30516,1669,620,3,2741000,8223000
30517,2304,115,4,376000,1504000
30518,7954,274,2,625000,1250000
30519,23774,263,3,1443000,4329000
30520,6596,53,5,2681000,13405000
30521,21805,102,5,84000,420000
30522,593,252,4,768000,3072000
30523,14819,586,1,1336000,1336000
30524,1268,768,3,806000,2418000
30525,17586,689,1,3481000,3481000
30526,9805,91,3,62000,186000
30527,16304,343,5,2478000,12390000
30528,12177,343,3,2478000,7434000
30529,20467,339,3,3338000,10014000
30530,13596,549,1,3131000,3131000
30531,6673,99,3,193000,579000
30532,2149,576,3,293000,879000
30533,13401,293,5,443000,2215000
30534,8882,582,2,1365000,2730000
30535,8143,138,2,37000,74000
30536,9853,154,3,1672000,5016000
30537,12585,45,3,242000,726000
30538,4403,109,2,5512000,11024000
30539,3242,531,3,5096000,15288000
30540,10805,532,5,2580000,12900000
30541,18920,157,4,3257000,13028000
30542,24777,503,4,264000,1056000
30543,20776,751,1,353000,353000
30544,1875,33,5,827000,4135000
30545,23153,139,1,7139000,7139000
30546,2719,628,4,2481000,9924000
30547,360,711,5,3595000,17975000
30548,2683,588,5,987000,4935000
30549,21297,518,4,4066000,16264000
30550,2557,517,2,1577000,3154000
30551,3010,73,1,5147000,5147000
30552,18176,364,1,292000,292000
30553,16595,26,2,136000,272000
30554,7257,134,4,356000,1424000
30555,4724,60,3,495000,1485000
30556,13132,619,3,2334000,7002000
30557,17716,55,5,119000,595000
30558,13749,561,4,1104000,4416000
30559,23821,659,4,1626000,6504000
30560,17497,787,1,2049000,2049000
30561,2162,185,3,556000,1668000
30562,16746,609,1,927000,927000
30563,8011,331,4,430000,1720000
30564,926,124,5,619000,3095000
30565,23508,490,5,581000,2905000
30566,7363,247,1,2253000,2253000
30567,4368,14,4,2147000,8588000
30568,22242,445,3,220000,660000
30569,6580,535,1,718000,718000
30570,304,667,5,191000,955000
30571,21234,788,1,1196000,1196000
30572,8128,173,5,1970000,9850000
30573,15480,72,1,1756000,1756000
30574,21056,176,1,615000,615000
30575,5349,508,2,2219000,4438000
30576,18063,258,4,1132000,4528000
30577,19285,543,4,1534000,6136000
30578,3076,755,1,138000,138000
30579,8906,460,5,1108000,5540000
30580,2514,449,5,167000,835000
30581,16107,494,1,5441000,5441000
30582,24474,235,4,830000,3320000
30583,13061,349,3,4425000,13275000
30584,19188,85,4,35000,140000
30585,14525,433,4,526000,2104000
30586,13915,214,2,1401000,2802000
30587,13017,35,2,228000,456000
30588,17291,161,2,1368000,2736000
30589,10777,165,3,1704000,5112000
30590,6714,608,1,71000,71000
30591,23752,577,4,207000,828000
30592,5925,481,5,2883000,14415000
30593,14892,81,5,5934000,29670000
30594,23950,755,2,138000,276000
30595,14840,509,3,203000,609000
30596,22605,149,2,2686000,5372000
30597,6897,400,2,1967000,3934000
30598,20610,281,2,1007000,2014000
30599,5573,55,3,119000,357000
30600,20996,438,5,499000,2495000
30601,16494,544,2,932000,1864000
30602,9115,684,4,171000,684000
30603,22130,417,1,1487000,1487000
30604,15156,301,5,1080000,5400000
30605,3304,549,1,3131000,3131000
30606,9784,726,3,413000,1239000
30607,22943,290,3,214000,642000
30608,21533,560,2,46000,92000
30609,18037,175,5,2993000,14965000
30610,21312,75,3,3181000,9543000
30611,16477,232,2,1639000,3278000
30612,19057,299,3,1845000,5535000
30613,2170,436,2,517000,1034000
30614,6378,471,1,173000,173000
30615,23509,547,5,687000,3435000
30616,17225,693,3,3213000,9639000
30617,12436,422,5,347000,1735000
30618,18863,315,4,561000,2244000
30619,24501,655,4,1995000,7980000
30620,12095,437,5,1256000,6280000
30621,20302,9,3,272000,816000
30622,6618,624,5,191000,955000
30623,22303,445,1,220000,220000
30624,2467,746,2,2387000,4774000
30625,8251,522,2,1870000,3740000
30626,16010,656,5,3701000,18505000
30627,8786,21,4,314000,1256000
30628,738,474,2,3526000,7052000
30629,24349,57,2,681000,1362000
30630,5108,497,2,2542000,5084000
30631,2350,692,2,734000,1468000
30632,2563,791,4,6527000,26108000
30633,18725,182,1,2439000,2439000
30634,9328,446,2,1786000,3572000
30635,15904,208,5,2968000,14840000
30636,12350,403,2,239000,478000
30637,11525,481,5,2883000,14415000
30638,24144,341,2,2793000,5586000
30639,581,590,4,437000,1748000
30640,6410,308,4,6096000,24384000
30641,3443,778,3,5657000,16971000
30642,19869,730,1,107000,107000
30643,12784,577,2,207000,414000
30644,4168,149,1,2686000,2686000
30645,6828,684,4,171000,684000
30646,4676,364,5,292000,1460000
30647,3326,618,1,2083000,2083000
30648,24066,225,4,2106000,8424000
30649,11557,745,1,999000,999000
30650,191,89,2,2005000,4010000
30651,16974,318,1,715000,715000
30652,10507,8,1,604000,604000
30653,4503,175,4,2993000,11972000
30654,3491,186,2,78000,156000
30655,18362,473,5,1130000,5650000
30656,24629,50,5,2479000,12395000
30657,1917,116,1,6017000,6017000
30658,11924,99,2,193000,386000
30659,4042,637,3,1144000,3432000
30660,22040,49,3,1260000,3780000
30661,10152,55,1,119000,119000
30662,6019,597,4,3239000,12956000
30663,9703,768,4,806000,3224000
30664,6595,213,2,1137000,2274000
30665,4100,553,2,3311000,6622000
30666,17745,795,1,1726000,1726000
30667,12759,624,4,191000,764000
30668,14445,178,5,1586000,7930000
30669,18256,7,3,1231000,3693000
30670,16391,467,4,165000,660000
30671,21653,160,1,2420000,2420000
30672,20473,459,1,264000,264000
30673,16373,249,4,316000,1264000
30674,9503,667,5,191000,955000
30675,17832,336,2,86000,172000
30676,16022,533,3,3204000,9612000
30677,20836,335,3,545000,1635000
30678,796,584,3,1833000,5499000
30679,13665,432,4,553000,2212000
30680,23432,511,2,691000,1382000
30681,41,440,4,469000,1876000
30682,21881,38,1,432000,432000
30683,21209,517,1,1577000,1577000
30684,3383,726,1,413000,413000
30685,2546,83,4,5989000,23956000
30686,6767,100,3,808000,2424000
30687,4469,395,3,4054000,12162000
30688,15322,627,1,757000,757000
30689,5042,503,5,264000,1320000
30690,21606,451,5,39000,195000
30691,461,432,5,553000,2765000
30692,14185,600,2,1181000,2362000
30693,7036,696,1,839000,839000
30694,19,652,3,1477000,4431000
30695,9716,539,5,2426000,12130000
30696,8338,725,1,58000,58000
30697,24397,75,1,3181000,3181000
30698,4576,31,2,2858000,5716000
30699,18009,129,2,351000,702000
30700,4424,82,5,139000,695000
30701,11086,502,3,687000,2061000
30702,8192,573,4,401000,1604000
30703,8627,103,2,2825000,5650000
30704,17380,95,3,576000,1728000
30705,5988,490,5,581000,2905000
30706,3665,628,5,2481000,12405000
30707,24380,405,3,2050000,6150000
30708,2281,121,3,1287000,3861000
30709,1428,54,3,510000,1530000
30710,5600,456,2,64000,128000
30711,12576,474,5,3526000,17630000
30712,21560,345,5,2778000,13890000
30713,13226,280,2,664000,1328000
30714,5133,701,4,4396000,17584000
30715,7441,241,5,1681000,8405000
30716,2343,286,3,320000,960000
30717,2862,579,1,563000,563000
30718,24056,273,2,1966000,3932000
30719,2695,220,1,84000,84000
30720,15461,59,1,798000,798000
30721,1096,618,3,2083000,6249000
30722,21120,8,5,604000,3020000
30723,20538,512,1,71000,71000
30724,1560,12,2,294000,588000
30725,20423,537,1,589000,589000
30726,1096,8,1,604000,604000
30727,16622,539,4,2426000,9704000
30728,2030,558,5,618000,3090000
30729,22414,513,4,1031000,4124000
30730,2180,64,4,1735000,6940000
30731,633,688,4,1083000,4332000
30732,22775,150,4,2641000,10564000
30733,14663,467,1,165000,165000
30734,6855,356,5,270000,1350000
30735,13970,185,2,556000,1112000
30736,18215,483,1,834000,834000
30737,13948,34,4,193000,772000
30738,16020,791,2,6527000,13054000
30739,13946,434,5,3925000,19625000
30740,7217,583,2,5771000,11542000
30741,4089,603,1,427000,427000
30742,3389,513,1,1031000,1031000
30743,10912,12,1,294000,294000
30744,13057,135,2,276000,552000
30745,19977,679,4,610000,2440000
30746,17568,432,1,553000,553000
30747,15441,572,5,1983000,9915000
30748,8529,294,1,555000,555000
30749,2789,107,3,1185000,3555000
30750,16853,686,1,923000,923000
30751,6542,268,2,832000,1664000
30752,4155,666,2,873000,1746000
30753,6808,225,2,2106000,4212000
30754,18051,448,3,114000,342000
30755,14643,153,3,1008000,3024000
30756,15758,41,4,1311000,5244000
30757,9952,609,1,927000,927000
30758,4094,721,5,705000,3525000
30759,15526,669,1,316000,316000
30760,6310,772,4,493000,1972000
30761,5805,582,4,1365000,5460000
30762,20473,649,1,1707000,1707000
30763,3735,119,1,108000,108000
30764,6924,487,4,6015000,24060000
30765,10750,514,3,5214000,15642000
30766,5398,468,5,639000,3195000
30767,13806,559,4,741000,2964000
30768,20627,325,4,1222000,4888000
30769,10177,332,2,457000,914000
30770,4223,187,5,41000,205000
30771,14313,378,1,722000,722000
30772,8458,258,5,1132000,5660000
30773,303,312,1,1674000,1674000
30774,4914,251,5,3149000,15745000
30775,11617,635,1,4012000,4012000
30776,4341,474,2,3526000,7052000
30777,22904,67,5,1682000,8410000
30778,16678,144,3,1730000,5190000
30779,12580,109,1,5512000,5512000
30780,8456,85,2,35000,70000
30781,19472,429,4,5250000,21000000
30782,8079,575,5,2116000,10580000
30783,13654,637,3,1144000,3432000
30784,16783,275,5,7427000,37135000
30785,7116,134,1,356000,356000
30786,1657,617,3,1158000,3474000
30787,16396,310,5,7335000,36675000
30788,20951,110,5,658000,3290000
30789,1101,316,4,119000,476000
30790,7572,532,5,2580000,12900000
30791,19554,565,1,568000,568000
30792,9309,630,1,4080000,4080000
30793,19350,696,5,839000,4195000
30794,13419,356,5,270000,1350000
30795,14710,55,3,119000,357000
30796,18655,648,5,46000,230000
30797,24660,552,2,1952000,3904000
30798,22272,470,2,911000,1822000
30799,3847,682,4,444000,1776000
30800,16805,779,4,1433000,5732000
30801,13570,424,2,2537000,5074000
30802,9267,212,1,462000,462000
30803,22246,171,5,327000,1635000
30804,23875,22,4,552000,2208000
30805,18577,175,2,2993000,5986000
30806,19887,335,1,545000,545000
30807,6237,44,1,2540000,2540000
30808,13544,612,5,760000,3800000
30809,16534,669,3,316000,948000
30810,3497,112,2,2999000,5998000
30811,9270,15,5,2216000,11080000
30812,3299,120,3,232000,696000
30813,5257,205,3,6629000,19887000
30814,9717,500,1,61000,61000
30815,1296,307,2,487000,974000
30816,4474,483,3,834000,2502000
30817,22242,535,1,718000,718000
30818,18770,708,2,5075000,10150000
30819,21712,253,4,1424000,5696000
30820,8390,503,2,264000,528000
30821,19735,323,2,1625000,3250000
30822,7668,421,3,1098000,3294000
30823,9988,349,3,4425000,13275000
30824,515,285,4,3825000,15300000
30825,2697,648,2,46000,92000
30826,20536,56,3,1527000,4581000
30827,5107,327,5,966000,4830000
30828,4003,94,4,1112000,4448000
30829,22051,207,5,2183000,10915000
30830,59,387,3,668000,2004000
30831,18708,693,2,3213000,6426000
30832,10026,52,5,473000,2365000
30833,8904,617,3,1158000,3474000
30834,17086,193,5,446000,2230000
30835,18119,672,4,2080000,8320000
30836,17650,793,2,172000,344000
30837,21043,25,4,1533000,6132000
30838,15929,109,4,5512000,22048000
30839,991,564,4,177000,708000
30840,6271,153,4,1008000,4032000
30841,3381,33,4,827000,3308000
30842,5681,200,2,1500000,3000000
30843,19110,345,3,2778000,8334000
30844,9298,307,4,487000,1948000
30845,15223,496,4,187000,748000
30846,16769,635,3,4012000,12036000
30847,9914,517,1,1577000,1577000
30848,16836,306,1,1061000,1061000
30849,10086,659,1,1626000,1626000
30850,880,107,5,1185000,5925000
30851,2034,147,2,3376000,6752000
30852,10621,229,3,355000,1065000
30853,15371,76,4,1740000,6960000
30854,22791,701,3,4396000,13188000
30855,11901,58,4,6292000,25168000
30856,8857,361,3,803000,2409000
30857,16749,257,5,76000,380000
30858,20236,230,3,542000,1626000
30859,13344,660,2,242000,484000
30860,14411,98,4,4257000,17028000
30861,3873,352,4,213000,852000
30862,14605,290,1,214000,214000
30863,23411,625,3,553000,1659000
30864,11839,600,2,1181000,2362000
30865,10479,371,5,1543000,7715000
30866,19589,101,5,461000,2305000
30867,8276,415,3,389000,1167000
30868,21134,377,1,193000,193000
30869,19096,657,2,2834000,5668000
30870,23789,682,4,444000,1776000
30871,20888,441,2,1793000,3586000
30872,16543,505,3,84000,252000
30873,6607,194,2,197000,394000
30874,9947,667,1,191000,191000
30875,12998,542,4,1459000,5836000
30876,5790,533,3,3204000,9612000
30877,1800,101,5,461000,2305000
30878,9886,393,3,3631000,10893000
30879,5829,726,2,413000,826000
30880,18153,628,1,2481000,2481000
30881,7675,391,2,101000,202000
30882,16444,337,1,3125000,3125000
30883,21324,141,5,1585000,7925000
30884,11691,760,4,1717000,6868000
30885,4806,225,2,2106000,4212000
30886,796,711,5,3595000,17975000
30887,8302,261,5,242000,1210000
30888,18905,444,5,63000,315000
30889,1005,661,2,5786000,11572000
30890,6413,241,1,1681000,1681000
30891,435,400,4,1967000,7868000
30892,4740,669,2,316000,632000
30893,10168,529,4,595000,2380000
30894,7480,524,3,1326000,3978000
30895,20068,564,3,177000,531000
30896,6463,406,5,675000,3375000
30897,3985,212,5,462000,2310000
30898,22996,481,3,2883000,8649000
30899,23000,642,5,1658000,8290000
30900,11324,713,3,486000,1458000
30901,18169,68,4,184000,736000
30902,8104,550,3,225000,675000
30903,20574,190,5,1642000,8210000
30904,16492,475,1,178000,178000
30905,8523,777,5,1695000,8475000
30906,4725,703,5,2906000,14530000
30907,23276,397,2,2843000,5686000
30908,4151,238,4,988000,3952000
30909,1510,441,5,1793000,8965000
30910,4537,272,4,238000,952000
30911,16854,155,4,2671000,10684000
30912,228,319,4,564000,2256000
30913,3964,19,1,25000,25000
30914,14417,568,4,3496000,13984000
30915,13559,746,1,2387000,2387000
30916,818,769,5,53000,265000
30917,4016,82,5,139000,695000
30918,442,580,2,1368000,2736000
30919,7653,455,3,161000,483000
30920,401,178,1,1586000,1586000
30921,16963,181,5,207000,1035000
30922,12530,727,5,254000,1270000
30923,22361,211,3,239000,717000
30924,19963,100,1,808000,808000
30925,10813,70,1,2338000,2338000
30926,18270,522,2,1870000,3740000
30927,2716,735,1,385000,385000
30928,24296,396,3,147000,441000
30929,14981,650,1,1381000,1381000
30930,314,676,1,3432000,3432000
30931,11283,214,3,1401000,4203000
30932,6544,283,3,634000,1902000
30933,5522,93,2,482000,964000
30934,4485,288,2,182000,364000
30935,22837,636,1,714000,714000
30936,23484,213,1,1137000,1137000
30937,14866,496,4,187000,748000
30938,2321,404,2,5773000,11546000
30939,20164,734,1,391000,391000
30940,19828,443,3,236000,708000
30941,9531,3,2,2261000,4522000
30942,22928,254,2,2160000,4320000
30943,3617,162,2,6905000,13810000
30944,6739,767,3,742000,2226000
30945,8748,467,5,165000,825000
30946,12216,715,5,239000,1195000
30947,3449,746,3,2387000,7161000
30948,11372,300,1,555000,555000
30949,13776,622,2,780000,1560000
30950,19383,621,1,1468000,1468000
30951,5646,183,3,1856000,5568000
30952,11463,345,4,2778000,11112000
30953,19320,484,1,1414000,1414000
30954,3835,319,1,564000,564000
30955,23312,564,5,177000,885000
30956,15818,172,1,783000,783000
30957,22369,452,3,305000,915000
30958,19924,669,3,316000,948000
30959,7918,521,2,2581000,5162000
30960,24027,276,5,881000,4405000
30961,19694,713,5,486000,2430000
30962,11059,698,2,777000,1554000
30963,9400,25,1,1533000,1533000
30964,19331,741,3,2614000,7842000
30965,10214,594,2,5096000,10192000
30966,9915,429,3,5250000,15750000
30967,14648,258,5,1132000,5660000
30968,20038,556,3,6250000,18750000
30969,23375,716,2,1514000,3028000
30970,6707,500,2,61000,122000
30971,9576,146,4,440000,1760000
30972,21367,568,1,3496000,3496000
30973,13145,623,4,1532000,6128000
30974,9270,247,5,2253000,11265000
30975,24117,16,3,1043000,3129000
30976,15531,13,5,1196000,5980000
30977,20379,156,1,1053000,1053000
30978,7181,624,4,191000,764000
30979,11123,141,3,1585000,4755000
30980,3577,43,3,1732000,5196000
30981,13354,135,5,276000,1380000
30982,13442,579,1,563000,563000
30983,15480,222,2,212000,424000
30984,18719,31,1,2858000,2858000
30985,15560,558,5,618000,3090000
30986,19369,762,4,232000,928000
30987,19894,544,5,932000,4660000
30988,426,326,5,34000,170000
30989,66,163,2,6772000,13544000
30990,19096,509,1,203000,203000
30991,22429,401,4,78000,312000
30992,2128,502,1,687000,687000
30993,787,664,5,192000,960000
30994,172,727,3,254000,762000
30995,1260,795,4,1726000,6904000
30996,9052,543,4,1534000,6136000
30997,12658,697,5,4112000,20560000
30998,12222,799,4,370000,1480000
30999,1957,220,4,84000,336000
31000,915,755,1,138000,138000
31001,17911,579,1,563000,563000
31002,1016,438,4,499000,1996000
31003,6013,138,1,37000,37000
31004,11890,285,3,3825000,11475000
31005,4567,150,5,2641000,13205000
31006,2112,433,4,526000,2104000
31007,20567,101,5,461000,2305000
31008,14552,221,3,6375000,19125000
31009,12341,4,2,4260000,8520000
31010,6982,247,4,2253000,9012000
31011,20287,736,2,726000,1452000
31012,9676,445,4,220000,880000
31013,9506,321,3,2017000,6051000
31014,1524,617,2,1158000,2316000
31015,17651,428,2,1729000,3458000
31016,307,129,3,351000,1053000
31017,4220,91,2,62000,124000
31018,2651,179,3,781000,2343000
31019,14895,194,2,197000,394000
31020,13140,306,4,1061000,4244000
31021,5538,355,5,737000,3685000
31022,15921,295,3,612000,1836000
31023,4120,670,5,958000,4790000
31024,2843,680,4,1429000,5716000
31025,94,628,5,2481000,12405000
31026,13562,713,1,486000,486000
31027,7325,282,4,772000,3088000
31028,6021,567,3,6238000,18714000
31029,6089,573,2,401000,802000
31030,6354,252,3,768000,2304000
31031,16346,132,5,599000,2995000
31032,4426,192,5,2247000,11235000
31033,9366,565,1,568000,568000
31034,344,76,2,1740000,3480000
31035,22719,720,1,2401000,2401000
31036,13966,662,4,461000,1844000
31037,8070,334,5,773000,3865000
31038,21848,487,4,6015000,24060000
31039,20659,596,5,434000,2170000
31040,24347,789,2,3015000,6030000
31041,6030,629,3,3480000,10440000
31042,5346,515,3,2822000,8466000
31043,6485,518,4,4066000,16264000
31044,15643,366,4,908000,3632000
31045,19034,278,1,2760000,2760000
31046,22895,464,3,2238000,6714000
31047,7040,265,1,371000,371000
31048,17789,94,2,1112000,2224000
31049,20009,449,3,167000,501000
31050,9104,478,5,836000,4180000
31051,743,587,2,5107000,10214000
31052,2360,63,2,201000,402000
31053,7188,605,4,2248000,8992000
31054,14383,336,5,86000,430000
31055,9899,701,4,4396000,17584000
31056,5693,361,4,803000,3212000
31057,22075,341,3,2793000,8379000
31058,13542,630,1,4080000,4080000
31059,10842,653,4,853000,3412000
31060,19757,440,2,469000,938000
31061,22273,410,1,2302000,2302000
31062,5420,325,4,1222000,4888000
31063,947,271,4,1855000,7420000
31064,7216,689,1,3481000,3481000
31065,13108,183,4,1856000,7424000
31066,9759,279,1,5315000,5315000
31067,7810,73,5,5147000,25735000
31068,8518,575,2,2116000,4232000
31069,21351,117,4,578000,2312000
31070,13874,731,3,35000,105000
31071,9338,41,1,1311000,1311000
31072,4644,531,5,5096000,25480000
31073,13753,136,5,178000,890000
31074,4101,347,4,674000,2696000
31075,19223,677,3,7432000,22296000
31076,9610,157,4,3257000,13028000
31077,22626,336,5,86000,430000
31078,301,191,2,1747000,3494000
31079,15864,631,4,1796000,7184000
31080,15035,488,1,972000,972000
31081,18886,374,2,269000,538000
31082,10101,706,4,543000,2172000
31083,1766,392,2,83000,166000
31084,18446,684,1,171000,171000
31085,9893,97,1,188000,188000
31086,9239,417,4,1487000,5948000
31087,2176,234,5,5484000,27420000
31088,10224,113,1,1063000,1063000
31089,4883,151,4,1746000,6984000
31090,22196,724,3,1359000,4077000
31091,394,769,1,53000,53000
31092,12720,496,5,187000,935000
31093,7828,265,3,371000,1113000
31094,16094,415,3,389000,1167000
31095,1138,79,3,5741000,17223000
